"","LOINC_NUM","COMPONENT","SYSTEM","LONG_COMMON_NAME","RELATEDNAMES2"
"3607","2857-1","Prostataspezifisches Ag","Serum oder Plasma","Prostataspezifisches Antigen [Masse/Volumen] in Serum oder Plasma","PSA; Gesamt-PSA"
"3608","28588-2","Beta-Alanin/Creatinin","Urin","Beta-Alanin/Creatinin [Verhältnis] in Urin",""
"3609","28602-1","Beta-Aminoisobutyrat/Creatinin","Urin","Beta-Aminoisobutyrat/Creatinin [Verhältnis] in Urin",""
"3610","28608-8","Tryptophan/Creatinin","Urin","Tryptophan/Creatinin [Verhältnis] in Urin",""
"3611","28652-6","Heparinoid","Thrombozytenarmes Plasma","Heparinoid [Einheiten/Volumen] in thrombozytenarmem Plasma mit chromogener Methode",""
"3612","28660-9","Plasminogen aktuell/normal","Thrombozytenarmes Plasma","Plasminogen aktuell/normal in thrombozytenarmem Plasma mit chromogener Methode",""
"3613","2879-5","Protein","Zerebrospinalflüssigkeit","Protein [Nachweis] in Zerebrospinalflüssigkeit","Eiweiß; Gesamteiweiß; Gesamt-Eiweiß"
"3614","2884-5","Protein","Sperma","Protein [Masse/Volumen] in Sperma","Eiweiß; Gesamteiweiß; Gesamt-Eiweiß"
"3615","2895-1","Protoporphyrin.Zink","Erythrozyten","Protoporphyrin.Zink [Masse/Volumen] in Erythrozyten","RBC"
"3616","28647-6","pH","Blut Nabelschnur venös","pH von venösem Nabelschnurblut","pH-Wert"
"3617","2870-4","Beta-Globulin","Zerebrospinalflüssigkeit","Beta-Globulin [Masse/Volumen] in Zerebrospinalflüssigkeit mit Elektrophorese",""
"3618","2889-4","Protein","Urin","Protein [Masse/Zeit] in 24-Stunden-Urin","Eiweiß; Gesamteiweiß; Gesamt-Eiweiß"
"3619","291-5","Kanamycin","Isolat","Kanamycin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)",""
"3620","29154-2","Choriongonadotropin.beta-Untereinheit","Körperflüssigkeit","Choriongonadotropin.beta-Untereinheit [Einheiten/Volumen] in Körperflüssigkeit","b-hCG; beta-hCG; ßhCG"
"3621","26697-3","Clostridioides difficile Ak.IgA","Serum","Clostridioides difficile IgA-Antikörper [Einheiten/Volumen] in Serum",""
"3622","2670-8","Normetanephrin","Urin","Normetanephrin [Masse/Volumen] in Urin",""
"3623","26715-3","Chlamydia trachomatis Ak.IgG","Serum","Chlamydia trachomatis IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","Chlamydia trachomatis"
"3624","26720-3","Codein","Haar","Codein [Masse/Masse] in Haar",""
"3625","26725-2","Alpha-Aminoadipat","Urin","Alpha-Aminoadipat [Mol/Volumen] in Urin",""
"3626","26745-0","Citrullin","Amnionflüssigkeit","Citrullin [Mol/Volumen] in Amnionflüssigkeit",""
"3627","26747-6","Cannabinoide/Creatinin","Urin","Cannabinoide/Creatinin [Massenverhältnis] in Urin",""
"3628","26780-7","Glucose^2 Stunden nach Dosis Lactose per os","Serum oder Plasma","Glucose [Masse/Volumen] in Serum oder Plasma --2 Stunden nach Dosis Lactose per os","Glukose"
"3629","26789-8","Escherichia coli Ak.IgM","Serum","Escherichia coli IgM-Antikörper [Einheiten/Volumen] in Serum",""
"3630","26807-8","Glycin","Urin","Glycin [Nachweis] in 24-Stunden-Urin",""
"3631","29156-7","Lutropin","Urin","Lutropin [Einheiten/Volumen] in 24-Stunden-Urin","LH; Luteinisierendes Hormon"
"3632","29207-8","Amiodaron","Körperflüssigkeit","Amiodaron [Masse/Volumen] in Körperflüssigkeit",""
"3633","29209-4","Benzodiazepine","Körperflüssigkeit","Benzodiazepine [Masse/Volumen] in Körperflüssigkeit",""
"3634","29225-0","Primidon","Körperflüssigkeit","Primidon [Masse/Volumen] in Körperflüssigkeit",""
"3635","29236-7","Herpes-simplex-Virus-Typ-2-Ak","Körperflüssigkeit","Herpes-simplex-Virus Typ 2 Antikörper [Einheiten/Volumen] in Körperflüssigkeit","Human alphaherpesvirus 2"
"3636","29239-1","Trijodthyronin.frei","Serum oder Plasma","Trijodthyronin (T3) frei [Masse/Volumen] in Serum oder Plasma mit Dialyse","fT3"
"3637","29240-9","Hyaluronat","Körperflüssigkeit","Hyaluronat [Masse/Volumen] in Körperflüssigkeit",""
"3638","29948-7","Sjögren-Syndrom-A extrahierbarer nukleärer Ak","Serum","Sjögren-Syndrom-A extrahierbarer nukleärer Antikörper [Titer] in Serum mit Immundiffusion",""
"3639","29953-7","Nukleärer Ak","Serum","Nukleärer Antikörper [Titer] in Serum",""
"3640","29978-4","Silber/Creatinin","Urin","Silber/Creatinin [Massenverhältnis] in 24-Stunden-Urin",""
"3641","29877-8","Methylmalonat","Urin","Methylmalonat [Nachweis] in Urin","Methylmalonsäure"
"3642","29883-6","2-Hydroxyphenylacetat","Urin","2-Hydroxyphenylacetat [Nachweis] in Urin",""
"3643","29918-0","Bismut","Urin","Bismut [Masse/Zeit] in 24-Stunden-Urin",""
"3644","29921-4","Bor","Urin","Bor [Masse/Zeit] in 24-Stunden-Urin",""
"3645","29942-0","Kupfer/Creatinin","Urin","Kupfer/Creatinin [Massenverhältnis] in 24-Stunden-Urin",""
"3646","29951-1","Beta-Globulin","Urin","Beta-Globulin [Nachweis] in 24-Stunden-Urin",""
"3647","29976-8","Molybdän/Creatinin","Urin","Molybdän/Creatinin [Massenverhältnis] in 24-Stunden-Urin",""
"3648","29995-8","Basalmenbran Ak.IgA","Serum","Basalmenbran IgA-Antikörper [Nachweis] in Serum mit Immunfluoreszenztest",""
"3649","29999-0","Xylose","Serum oder Plasma","Xylose [Masse/Volumen] in Serum oder Plasma",""
"3650","30001-2","Albumin/Creatinin","Urin","Albumin (Mikroalbumin)/Creatinin [Verhältnis] in Urin Teststreifen",""
"3651","30004-6","Creatinin","Urin","Creatinin [Masse/Volumen] in Urin mit Teststreifen",""
"3652","30064-0","Valin/Creatinin","Urin","Valin/Creatinin [Verhältnis] in Urin",""
"3653","29955-2","Legionella pneumophila Ak.IgG","Serum","Legionella pneumophila IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay",""
"3654","29957-8","Herpes-simplex-Virus Ag","Serum","Herpes-simplex-Virus Antigen [Nachweis] in Serum mit Immunoblot",""
"3655","29979-2","Zinn","Urin","Zinn [Masse/Volumen] in 24-Stunden-Urin",""
"3656","2998-3","Thiamin","Blut","Thiamin [Masse/Volumen] in Blut",""
"3657","29993-3","Eosinophile","Sputum","Eosinophile [Nachweis] in Sputum mit Wright-Färbung",""
"3658","30022-8","Botrytis cinerea Ak.IgG","Serum","Botrytis cinerea IgG-Antikörper [Einheiten/Volumen] in Serum",""
"3659","3002-3","Thiocyanat","Serum oder Plasma","Thiocyanat [Masse/Volumen] in Serum oder Plasma",""
"3660","30045-9","Mycobacterium sp identifiziert","Dialysat","Mycobacterium sp identifiziert in Dialysat mit erregerspezifischer Kultur",""
"3661","30995-5","Phleum pratense rekombinant (rPhl p) 2 Ak.IgE","Serum","Phleum pratense rekombinant (rPhl p) 2 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3662","30997-1","Phleum pratense nativ (nPhl p) 4 Ak.IgE","Serum","Phleum pratense nativ (nPhl p) 4 IgE-Antikörper [Einheiten/Volumen] in Serum","Phleum pratense nativ (nPhl p) 6"
"3663","31000-3","Phleum pratense rekombinant (rPhl p) 11 Ak.IgE","Serum","Phleum pratense rekombinant (rPhl p) 11 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3664","31001-1","Parietaria judaica Ak.IgE.RAST Klasse","Serum","Parietaria judaica IgE-Antikörper-RAST-Klasse [Nachweis] in Serum",""
"3665","31007-8","(Rindfleisch+Hühnerfleisch+Schweinefleisch+Truthahnfleisch) Ak.IgE","Serum","(Rindfleisch+Hühnerfleisch+Schweinefleisch+Truthahnfleisch) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"3666","31009-4","(Allium cepa+Allium sativum+Sesamum indicum+Hefe) Ak.IgE","Serum","(Allium cepa+Allium sativum+Sesamum indicum+Hefe) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"3667","3098-1","Harnstoff Renale Clearance","Urin und Serum oder Plasma","Harnstoff Clearance renal in 24-Stunden-Urin und Serum oder Plasma",""
"3668","30984-9","Betula verrucosa rekombinant (rBet v) 1 Ak.IgE","Serum","Betula verrucosa rekombinant (rBet v) 1 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3669","30989-8","Sardinops melanostictus Ak.IgE","Serum","Sardinops melanostictus IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3670","30991-4","Aspergillus fumigatus rekombinant (rAsp f) 3 Ak.IgE","Serum","Aspergillus fumigatus rekombinant (rAsp f) 3 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3671","30992-2","Aspergillus fumigatus rekombinant (rAsp f) 4 Ak.IgE","Serum","Aspergillus fumigatus rekombinant (rAsp f) 4 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3672","30994-8","Phleum pratense rekombinant (rPhl p) 1 Ak.IgE","Serum","Phleum pratense rekombinant (rPhl p) 1 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3673","30996-3","Phleum pratense rekombinant (rPhl p) 5 Ak.IgE","Serum","Phleum pratense rekombinant (rPhl p) 5 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3674","30999-7","Phleum pratense rekombinant (rPhl p) 7 Ak.IgE","Serum","Phleum pratense rekombinant (rPhl p) 7 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3675","31002-9","Phoenix dactylifera Ak.IgE","Serum","Phoenix dactylifera IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3676","31005-2","(Wellensittichfeder+Kanarienvogelfeder+Papageienfeder+Finkenfeder) Ak.IgE","Serum","(Wellensittichfeder+Kanarienvogelfeder+Papageienfeder+Finkenfeder) IgE-Antikörper [Nachweis] in Serum mit Multidisk",""
"3677","29247-4","Sirolimus","Blut","Sirolimus [Masse/Volumen] in Blut",""
"3678","29263-1","Fibrin-Degradationprodukte","Blut","Fibrin-Degradationprodukte [Nachweis] in Blut mit Agglutination",""
"3679","29266-4","Coproporphyrin","Stuhl","Coproporphyrin [Mol/Masse] in Stuhl",""
"3680","7992-1","Respiratorisches Synzytial-Virus Ak.IgM","Serum","Respiratorisches Synzytial-Virus IgM-Antikörper [Einheiten/Volumen] in Serum",""
"3681","8010-1","Bartonella quintana Ak.IgM","Serum","Bartonella quintana IgM-Antikörper [Einheiten/Volumen] in Serum",""
"3682","8018-4","Schistosoma japonicum Ak","Serum","Schistosoma japonicum Antikörper [Einheiten/Volumen] in Serum",""
"3683","8030-9","Streptococcus pneumoniae Ak","Serum","Streptococcus pneumoniae Antikörper [Nachweis] in Serum",""
"3684","8035-8","Strongyloides stercoralis Ak.IgG","Serum","Strongyloides stercoralis IgG-Antikörper [Nachweis] in Serum",""
"3685","8038-2","Toxocara canis Ak","Serum","Toxocara canis Antikörper [Einheiten/Volumen] in Serum",""
"3686","80382-5","Influenza-Virus A Ag","Respirationstrakt.oberer","Influenza-Virus A Antigen [Nachweis] in Probenmaterial aus dem oberem Respirationstrakt mit Immunoassay-Schnelltest",""
"3687","804-5","Leukozyten","Blut","Leukozyten [#/Volumen] in Blut mit manueller Zählung",""
"3688","8048-1","Varicella-Zoster-Virus Ak.IgM","Serum","Varicella-Zoster-Virus IgM-Antikörper [Einheiten/Volumen] in Serum","Human alphaherpesvirus 3; VZV"
"3689","8049-9","Varicella-Zoster-Virus DNA","Serum","Varicella-Zoster-Virus DNA [Nachweis] in Serum mit Nukleinsäureamplifikation mit Sondendetektion","Human alphaherpesvirus 3; VZV"
"3690","80515-0","Immunglobulin-Leichtketten.kappa.frei","Serum","Kappa-Leichtketten.frei [Masse/Volumen] in Serum mit Nephelometrie",""
"3691","803-7","Toxische Granula","Blut","Toxische Granula [Nachweis] in Blut mit Lichtmikroskopie",""
"3692","80383-3","Influenza-Virus B Ag","Respirationstrakt.oberer","Influenza-Virus B Antigen [Nachweis] in Probenmaterial aus dem oberem Respirationstrakt mit Immunoassay-Schnelltest",""
"3693","8047-3","Varicella-Zoster-Virus Ak.IgG","Serum","Varicella-Zoster-Virus IgG-Antikörper [Einheiten/Volumen] in Serum","Human alphaherpesvirus 3; VZV"
"3694","8056-4","Gelbfieber-Virus Ak.IgM","Serum","Gelbfieber-Virus IgM-Antikörper [Einheiten/Volumen] in Serum",""
"3695","806-0","Leukozyten","Zerebrospinalflüssigkeit","Leukozyten [#/Volumen] in Zerebrospinalflüssigkeit mit manueller Zählung",""
"3696","80619-0","Zika-Virus Ak.IgM","Serum oder Plasma","Zika-Virus IgM-Antikörper [Einheiten/Volumen] in Serum oder Plasma mit Immunoassay",""
"3697","8062-2","Cardiolipin Ak","Serum","Cardiolipin Antikörper [Einheiten/Volumen] in Serum",""
"3698","8063-0","Cardiolipin Ak.IgA","Serum oder Plasma","Cardiolipin IgA-Antikörper [Einheiten/Volumen] in Serum oder Plasma",""
"3699","80685-1","Clostridioides difficile Toxine A+B tcdA+tcdB-Gene","Stuhl","Clostridioides difficile Toxine A+B tcdA+tcdB-Gene [Nachweis] in Stuhl mit Nukleinsäureamplifikation mit Sondendetektion",""
"3700","22660-5","Homocystin","Zerebrospinalflüssigkeit","Homocystin [Mol/Volumen] in Zerebrospinalflüssigkeit",""
"3701","25448-2","Jod","Serum oder Plasma","Jod [Mol/Volumen] in Serum oder Plasma",""
"3702","25933-3","Hydroxylysin/Creatinin","Urin","Hydroxylysin/Creatinin [Molverhältnis] in 24-Stunden-Urin",""
"3703","2671-6","Normetanephrin","Urin","Normetanephrin [Masse/Zeit] in 24-Stunden-Urin",""
"3704","27134-6","Argininosuccinat","Urin","Argininosuccinat [Nachweis] in Urin",""
"3705","27161-9","Interleukin-4","Serum oder Plasma","Interleukin-4 [Masse/Volumen] in Serum oder Plasma",""
"3706","2965-2","Spezifisches Gewicht","Urin","Spezifisches Gewicht von Urin",""
"3707","31230-6","Aspergillus flavus Ak","Serum","Aspergillus flavus Antikörper [Einheiten/Volumen] in Serum",""
"3708","32821-1","Interpretation","Körperflüssigkeit","Immunfixation für Körperflüssigkeit",""
"3709","3427-2","Cannabinoide","Urin","Cannabinoide [Nachweis] in Urin",""
"3710","33873-1","Dopamin/Creatinin","Urin","Dopamin/Creatinin [Molverhältnis] in Urin gesammelt in unbestimmtem Zeitraum",""
"3711","38374-5","Tenofovir","Serum oder Plasma","Tenofovir [Masse/Volumen] in Serum oder Plasma",""
"3712","38387-7","C3 nephritischer Faktor","Serum oder Plasma","C3 nephritischer Faktor [Nachweis] in Serum oder Plasma",""
"3713","40248-7","Creatinin^Basislinie","Serum oder Plasma","Creatinin [Masse/Volumen] in Serum oder Plasma --Basislinie",""
"3714","40264-4","Creatinin^Basislinie","Serum oder Plasma","Creatinin [Mol/Volumen] in Serum oder Plasma --Basislinie",""
"3715","41202-3","Saccharomyces cerevisiae Ak.IgE/IgE.gesamt","Serum","Saccharomyces cerevisiae IgE-Antikörper/Gesamt-IgE in Serum",""
"3716","433-3","Ristocetin","Isolat","Ristocetin [Empfindlichkeit] mit Agardiffusion",""
"3717","46220-0","Creatinin^über Nacht","Dialysat","Creatinin [Mol/Volumen] in Dialysat --über Nacht",""
"3718","49817-0","2-Oxoisocaproat/Creatinin","Urin","2-Oxoisocaproat/Creatinin [Molverhältnis] in 24-Stunden-Urin",""
"3719","50876-2","Quecksilber","Haar","Quecksilber [Mol/Masse] in Haar",""
"3720","5075-7","Candida albicans Ag","Serum","Candida albicans Antigen [Titer] in Serum mit Latexagglutination",""
"3721","5324-9","Rickettsia typhi Ak.IgG","Serum","Rickettsia typhi IgG-Antikörper [Titer] in Serum mit Immunfluoreszenztest",""
"3722","55107-7","Anhang","^Patient","Anhang - Dokument",""
"3723","56343-7","Carica papaya Ak.IgG4","Serum","Carica papaya IgG4-Antikörper [Masse/Volumen] in Serum",""
"3724","57006-9","Hepatitis-C-Virus Ak.IgG","Serum","Hepatitis-C-Virus IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","Hepacivirus C; HCV"
"3725","5900-6","Prothrombinfragment 1+2","Serum oder Plasma","Prothrombin Fragment 1 + 2 [Einheiten/Volumen] in Serum oder Plasma",""
"3726","5909-7","Blutausstrich-Befund","Blut","Blutausstrich-Befund [Nachweis oder Identität] in Blut mit Lichtmikroskopie",""
"3727","6042-6","Beta-Lactoglobulin MF77 Ak.IgE","Serum","Beta-Lactoglobulin MF77 IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3728","10552-8","Trizyklische Antidepressiva","Serum oder Plasma","Trizyklische Antidepressiva [Masse/Volumen] in Serum oder Plasma",""
"3729","10561-9","Carnitin","Sperma","Carnitin [Mol/Volumen] in Sperma",""
"3730","10655-9","Coccidia identifiziert","Duodenalflüssigkeit","Coccidia identifiziert in Duodenalflüssigkeit mit säurefester Färbung",""
"3731","10681-5","Herpes-simplex-Virus identifiziert","Gewebe","Herpes-simplex-Virus identifiziert in Gewebe mit Elektronenmikroskopie",""
"3732","10686-4","Leishmania sp identifiziert","Gewebe","Leishmania sp identifiziert in Gewebe mit Giemsa-Färbung",""
"3733","6152-3","Sorghum halepense Ak.IgE","Serum","Sorghum halepense IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3734","620-5","Bakterien identifiziert","Haut","Bakterien identifiziert in Haut mit aerober Kultur",""
"3735","6299-2","Harnstoff-Stickstoff","Blut","Harnstoff-Stickstoff [Masse/Volumen] in Blut",""
"3736","6284-4","Naturseide Ak.IgE","Serum","Naturseide IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3737","6929-4","Aluminium","Urin","Aluminium [Masse/Volumen] in 24-Stunden-Urin",""
"3738","7280-1","Anethum graveolens Ak.IgE","Serum","Anethum graveolens IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3739","6833-8","Katzenschuppen Ak.IgE","Serum","Katzenschuppen IgE-Antikörper [Einheiten/Volumen] in Serum",""
"3740","76496-9","Komplement C4","Serum oder Plasma","Komplement C4 [Mol/Volumen] in Serum oder Plasma",""
"3741","802-9","Sphärozyten","Blut","Sphärozyten [Nachweis] in Blut mit Lichtmikroskopie",""
"3742","9718-8","Toxocara canis Ak.IgG","Serum","Toxocara canis IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay",""
"3743","18961-3","Oxacillin","Isolat","Oxacillin [Empfindlichkeit]",""
"3744","22945-0","Brucella sp Ag","Gewebe","Brucella sp Antigen [Nachweis] in Gewebe mit Immunfärbung",""
"3745","31845-1","Hepatitis-B-Virus e Ag","Serum","Hepatitis-B-Virus e Antigen [Einheiten/Volumen] in Serum","HBe"
"3746","31863-4","Influenza-Virus B Ag","Rachen","Influenza-Virus B Antigen [Nachweis] im Rachen",""
"3747","100053-8","Fluorchinolon","Isolat","Fluorchinolon [Empfindlichkeit]",""
"3748","30055-8","Phenylalanin/Creatinin","Urin","Phenylalanin/Creatinin [Verhältnis] in Urin",""
"3749","30422-0","Lymphomzellen","Blut","Lymphomzellen [#/Volumen] in Blut",""
"3750","30440-2","Monozyten.abnormal","Blut","Monozyten abnormal [#/Volumen] in Blut",""
"3751","30397-4","Haarzellen","Blut","Haarzellen [#/Volumen] in Blut",""
"3752","9727-9","Eosinophile/100 Leukozyten","Nase","Eosinophile/100 Leukozyten in Nase mit manueller Zählung",""
"3753","9735-2","Uroporphyrin/Porphyrine.gesamt","Stuhl","Uroporphyrin/Porphyrine.gesamt in 24-Stunden-Stuhl",""
"3754","9744-4","Beta-Globulin","Urin","Beta-Globulin [Masse/Volumen] in Urin mit Elektrophorese",""
"3755","9761-8","Coxsackie-Virus B3 Ak","Zerebrospinalflüssigkeit","Coxsackievirus B3 Antikörper [Titer] in Zerebrospinalflüssigkeit mit Komplementbindungsreaktion",""
"3756","9192-6","Flüssigkeitsausfuhr.Urin","Harnwegstrakt","Urin-Ausfuhr in 24 Stunden",""
"3757","9719-6","Toxocara canis Ak.IgM","Serum","Toxocara canis IgM-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay",""
"3758","9724-6","Spermatozoen Ak.IgG","Serum","Spermatozoen IgG-Antikörper [Einheiten/Volumen] in Serum",""
"3759","30059-0","Glutamat/Creatinin","Urin","Glutamat/Creatinin [Verhältnis] in Urin","Glutaminsäure"
"3760","946-4","C Ag","Erythrozyten^Blutprodukteinheit","C-Antigen [Nachweis] auf Erythrozyten von Blutprodukteinheit","RBC"
"3761","9318-7","Albumin/Creatinin","Urin","Albumin/Creatinin [Massenverhältnis] in Urin",""
"3762","9331-0","Bor","Urin","Bor [Masse/Volumen] in Urin",""
"3763","9346-8","Lipoprotein.beta","Serum oder Plasma","Lipoprotein.beta [Masse/Volumen] in Serum oder Plasma, berechnet",""
"3764","9357-5","Disulfiram","Urin","Disulfiram [Masse/Volumen] in Urin",""
"3765","93733-4","Creatinin","Urin","Creatinin [Masse/Zeit] in 5-Stunden-Urin",""
"3766","781-5","Promyelozyten","Blut","Promyelozyten [#/Volumen] in Blut mit manueller Zählung",""
"3767","7907-9","Herpes-simplex-Virus Ak","Serum","Herpes-simplex-Virus Antikörper [Einheiten/Volumen] in Serum",""
"3768","7824-6","Chlamydia trachomatis Ak","Serum","Chlamydia trachomatis Antikörper [Einheiten/Volumen] in Serum","Chlamydia trachomatis"
"3769","93734-2","Creatinin","Urin","Creatinin [Mol/Zeit] in 5-Stunden-Urin",""
"3770","93788-8","F5-Gen HR2 Haplotyp","Blut","F5-Gen HR2 Haplotyp [Genotyp] in Blut, molekulargenetisch - Nominal",""
"3771","7908-7","Herpes-simplex-Virus-Typ-1-Ak","Serum","Herpes-simplex-Virus Typ 1 Antikörper [Einheiten/Volumen] in Serum",""
"3772","7909-5","Herpes-simplex-Virus-Typ-1-Ak.IgG","Serum","Herpes-simplex-Virus Typ 1 IgG-Antikörper [Einheiten/Volumen] in Serum",""
"3773","7910-3","Herpes-simplex-Virus-Typ-1-Ak.IgM","Serum","Herpes-simplex-Virus Typ 1 IgM-Antikörper [Einheiten/Volumen] in Serum",""
